id,user_name,user_location,user_description,user_created,user_followers,user_friends,user_favourites,user_verified,date,text,hashtags,source,retweets,favorites,is_retweet
1.37315E+18,Meredith,,"Proud Jewish Woman, Climber ?????♀? Occasional Model & Actor. #BLM",2020/8/25 14:58,7,70,416,FALSE,2021/3/20 5:31,Review of the Moderna Vaccine Review/Side Effects.... for ME. Please share your experience. #Moderna #CovidVaccine… https://t.co/Rjl6ofYKL8,"['Moderna', 'CovidVaccine']",Twitter for iPhone,0,1,FALSE
1.37308E+18,Victoria Banks,"Nashville, TN","ASCAP/SOCAN/CCMA award-winning songwriter for Mickey Guyton, Sara Evans, Jessica Simpson, Carly Pearce, Lauren Alaina. Get 3 FREE SONGS @ https://t.co/HvrbjzLvVz",2009/1/29 3:41,5749,882,2997,FALSE,2021/3/20 1:26,You’re looking at a fully vaccinated woman. No side effects. ???? #moderna https://t.co/sJun0pEKXF,['moderna'],Twitter for iPhone,0,28,FALSE
1.37306E+18,Phillip Crain,,"Pronouns: He/Him Self-identity: Disabled/Wheelchair User Auburn Athletics, Braves baseball, wheelchair basketball, CFB, MLB, Golf(Tiger), Disability",2012/1/11 7:32,620,392,45074,FALSE,2021/3/19 23:36,"Thought I would do a side effects rundown:
Sore arm for about 48-60 hrs post injection (basically a worse version o… https://t.co/4NyKnB5fVp",,Twitter for Android,1,3,FALSE
1.37305E+18,Janet,Planet Earth,"My loves: Family, Friends, Maroon 5, Patriots, This is Us, General Hospital, Days, and so much more... Faith, Hope, Love",2011/3/4 1:50,640,1081,34212,FALSE,2021/3/19 23:31,Got my first covid vaccine yesterday.  It was so easy and didn’t hurt a bit.  No side effects.  #Moderna #CovidVaccine,"['Moderna', 'CovidVaccine']",Twitter for iPhone,0,3,FALSE
1.37298E+18,Savage Hoodoo ??????????????,United States,Savage. Nerd. Birdwatcher. Nature Lover. #resist #BLM Trans rights are human rights. Servant to @KittyGrrlzMEOW she/her/hers,2020/3/24 11:45,104,541,5905,FALSE,2021/3/19 18:42,"Moderna Side Effects:
I had my first #Moderna vaccine this morning. Within about 15-20 minutes, I got a very strong… https://t.co/RstpBb8qNH",['Moderna'],Twitter Web App,0,0,FALSE
1.37298E+18,3 Libras Magdelena,"The South, USA","I’m boring, not edgy. Detest hypocrisy & groupthink. People run in packs because they don’t feel safe alone. I run alone because I don’t feel safe in packs.",2016/4/4 22:46,2877,4990,344860,FALSE,2021/3/19 18:32,What should I expect on the most common side effects on getting the #Moderna #COVID19Vaccine besides arm pain? I'm… https://t.co/FuNzeq4kMc,"['Moderna', 'COVID19Vaccine']",Twitter for iPhone,0,0,FALSE
1.37297E+18,vooda,"Colorado, USA","pro-choice crusader, = rights 4 all, democrat, S.W.A.T. Pres Obama?? #BoycottNRA , #Hillary2016, love 2 laugh, love my family. I have 0 time 4 trolls...BLOCKED!",2011/5/12 2:57,19357,21308,82634,FALSE,2021/3/19 17:39,"@Gardenmorning13 Good for you! 

Did you have side effects? After the first? 

I got #Moderna yesterday. I was fine… https://t.co/Z2C7o3d3Hj",['Moderna'],Twitter for iPhone,0,1,FALSE
1.37295E+18,R. A. Foor,"Pataskala, Ohio","Language is a living thing. 
I like to poke it with a stick.",2008/11/3 2:50,272,209,1017,FALSE,2021/3/19 16:29,"Deaths from COVID (with complications) were exaggerated and inflated

but...

Vaccine side effects are 100% solely… https://t.co/X5BlrzhTPn",,Twitter for Android,0,0,FALSE
1.3732E+18,Rob Kelly,Southampton.UK,"Married to @kimkelly827,Dad,Grandad                          ,Event Director @sotonparkrun Chairman Hamwicharriers RC #parkrun250 club  UKA Level 2 coach",2011/5/30 12:48,742,1352,4072,FALSE,2021/3/20 9:15,"Had my #OxfordAstraZeneca Jab no side effects, get it done so we can unlock @parkrunUK #jab","['OxfordAstraZeneca', 'jab']",Twitter for Android,0,23,FALSE
1.37306E+18,caoimhe byrne-hansen,Reading,"sun, sun and more sun ??",2013/4/19 17:31,90,291,9204,FALSE,2021/3/20 0:00,24 hours later and side effects kicked in which is good as it shows my immune system is working ???? bit of a crap du… https://t.co/8YFhUITvFT,,Twitter for iPhone,0,0,FALSE
1.37291E+18,A Student Nurse #SaveOurNHS ??,Trapped in Brexitland,2nd Year Student Nurse. She/Her. #TransAlly. ????????????????lover. ??swigger. ?? hoarder. Hate the Tories with every fibre of my being. Always ????,2019/6/7 21:48,4383,4948,62803,FALSE,2021/3/19 13:44,"Concerned about the vaccine?

Want the side effects of the different vaccines explained in no nonsense English?

Pr… https://t.co/WnLDEXjIlx",,Twitter for Android,1,2,FALSE
1.37289E+18,Louise Richardson,,Making stories for @ZombiesRunGame CR: The Scarlet Pimpernel by Baroness Orczy ?? CL: Around the World in 80 Trains by Monisha Rajesh ??,2009/7/16 15:26,438,887,7101,FALSE,2021/3/19 12:42,"Still getting such vivid dreams after my #OxfordAstraZeneca vaccine on Tuesday. Lots of people with this side effect, apparently?",['OxfordAstraZeneca'],Twitter Web App,0,2,FALSE
1.37288E+18,Xukki??,,"Investor with positive & fresh Mindeset????
$OCGN $CBDT $CWGYF $QYOU  $SYA $IPNFF

No financial Advice or Buy Recommendation??",2020/5/21 15:54,156,40,1307,FALSE,2021/3/19 11:51,"#Covaxin 311 People out of ""1.9 MILLION (!) have ""mild""  Side Effects.??
That's rounded up in Percent = just 0.02%??… https://t.co/mJDblVnH1G",['Covaxin'],Twitter Web App,1,3,FALSE
1.37305E+18,Bugs Bunnie,,Life is what happens while you make other plan,2021/3/7 0:27,2,15,21,FALSE,2021/3/19 23:07,@EMA Pull your finger out and get going with #SputnikV We need #license soon. Rare side effects as with… https://t.co/j8NPevareG,"['SputnikV', 'license']",Twitter Web App,1,0,FALSE
1.37346E+18,Jenn Burrill,New Mexico,Defender of Justice,2012/6/29 21:33,1616,2392,87406,FALSE,2021/3/21 2:13,This happened for me. Welcomed side effect of the #Moderna vaccine https://t.co/icHrsqNhao,['Moderna'],Twitter for Android,0,3,FALSE
1.37345E+18,and still i oop,"New Orleans, LA",Reader // writer // educator // dreamer. I am large. I contain multitudes. Views are mine. she/her,2010/6/23 4:18,70,320,1132,FALSE,2021/3/21 1:40,"24+ hours after the first dose of #Moderna, and no side effects! Just a slightly sore arm. #COVID19Vaccine","['Moderna', 'COVID19Vaccine']",Twitter for iPhone,0,2,FALSE
1.37344E+18,Dr. Erin Kearns,"Tuscaloosa, AL","Assistant Professor. Current: @UofAlabama. Starting F21: @UNOSCCJ & @NCITE_COE. Terrorism/counterterrorism, media, crime, police & policy researcher. She/her.",2009/5/25 2:46,3491,3031,17260,FALSE,2021/3/21 1:16,"People who’ve gotten their second #Moderna dose, how long before side effects?

I’m 12 hours out with a sore arm &amp;… https://t.co/zGHFHXT8t3",['Moderna'],Twitter for iPhone,1,35,FALSE
1.37339E+18,maxreichel,"New York, USA",MACK | LI | NY,2014/1/7 0:01,145,307,32424,FALSE,2021/3/20 21:33,COVID vaccine side effects suck. #Moderna,['Moderna'],Twitter for iPhone,0,0,FALSE
1.37337E+18,Mark Bertram,Northern KY #NKY,"Former educator, musician, and actor. Now working at a brewery. It's just more fun. 
#TheResistance #MoscowMitchMcConnell
#BLM
#8:46",2011/4/7 22:24,174,398,3403,FALSE,2021/3/20 20:22,"I've talked to many who experienced little to no side effects, but 55 hours after my 2nd #modernavaccine I still fe… https://t.co/4mZXJTSY11",['modernavaccine'],Twitter Web App,0,4,FALSE
1.37335E+18,3 Libras Magdelena,"The South, USA","I’m boring, not edgy. Detest hypocrisy & groupthink. People run in packs because they don’t feel safe alone. I run alone because I don’t feel safe in packs.",2016/4/4 22:46,2874,4990,344844,FALSE,2021/3/20 18:46,@Mychell54 I got my #Moderna vaccine around 4:30 pm yesterday (I had concerns that I could have severe side effects… https://t.co/0OHsnnIH0Z,['Moderna'],Twitter for iPhone,0,1,FALSE
1.37333E+18,Teresa Terranova??????,"Las Vegas, NV",#CheeseIsLife #SayHerName #BLM #LGBTQ+Rights #RidenWithBiden #GetVaccinated #TrustTheScience. Don’t raise your kids to be racist POS like MTG.,2020/11/5 20:50,61,202,4269,FALSE,2021/3/20 17:58,@mamasreallyrule I only had a sore arm from my #moderna . No side effects at all?????♀?????,['moderna'],Twitter for iPhone,0,0,FALSE
1.37329E+18,Jen ? Pan ♀ ~Jessie's ? Girl~,"Seattle, WA","She|Her ~ Trans* Activist ~ Pansexual ~ Here for #TransTwitter
#TransLivesMatter #BlackTransLivesMatter 
Code Monkey; Mother; Wifey; Gamer; Plays to Win",2021/1/13 2:11,124,164,5084,FALSE,2021/3/20 14:50,"2.5 days after vaccination and... no side effects. Sore deltoid and that's about it.

#Moderna #CovidVaccine #vaccinated","['Moderna', 'CovidVaccine', 'vaccinated']",Twitter for Android,0,3,FALSE
1.37327E+18,Jamal Wilburg,"Tampa, FL","Sports Philosopher. ΦBΣ Man. Army Veteran. @utspartans alumni @Draysbay contributor #Mets fan by birth, #Rays fan by choice. ????????",2010/11/23 20:54,1116,1347,1528,FALSE,2021/3/20 13:41,"So far my second #moderna dose side effects have been milder than the first (which was also mild and short).

Only… https://t.co/vVsUwOg3tz",['moderna'],Twitter for Android,0,0,FALSE
1.37338E+18,Cllr Stephanie Inglesfield ?? #rejoinEU ????,"Haywards Heath, England","Ashenground Town Councillor in Haywards Heath, running for the HH Town County seat in 2021, Chair of Mid Sussex @Libdem , @OpenUniversity student ??",2010/9/19 17:28,7349,5665,241423,FALSE,2021/3/20 21:22,"So 9 hours in and still no side effect, no tiredness, no achy arm, nothing. I feel very grateful ??… https://t.co/1N6kRU1Wd7",,Twitter for iPhone,1,2,FALSE
1.37335E+18,???????????? ???????????? ♀?????????????????????,North Wales,"#FBPE ? Social Science Grad ?  I ?? Rock, Metal, Travel, Animals, Politics, + Science ?  My Dog's No1 Fαn ? Aspiring Emigrant ? #RejoinEU #GTTO ? ??DMs",2009/10/11 16:40,6255,5838,49832,FALSE,2021/3/20 19:23,"What d'ya know. Blood clots are a very rare side effect of my Lamotrigine. 

Do the benefits outweigh the risks?

U… https://t.co/Ppx804SDol",,Twitter for Android,4,16,FALSE
1.37327E+18,Paul Stephens ??,"Wokingham, England","Lean, mean, sewing machine: creator of Techbeds and other beanbags @edgebeanbags Wokingham #RFU #COYI #ECB #RejoinEU #FBPE",2009/11/17 18:41,749,1021,4844,FALSE,2021/3/20 14:04,Watching #INDvENG is a bit like my #OxfordAstraZeneca side effects: lots of runs.,"['INDvENG', 'OxfordAstraZeneca']",Twitter for Android,0,1,FALSE
1.37326E+18,Paul (Question everything),"England, United Kingdom","Identity, culture and progress
Check out: Agenda 2021/2030. Question everything #defundthebbc",2017/6/26 12:11,3734,5001,1580,FALSE,2021/3/20 12:52,"1. Do Covid vaccines including #OxfordAstraZeneca stop Covid?

2. Do you know what the long-term side effects will… https://t.co/b1vIpUN5Rm",['OxfordAstraZeneca'],Twitter Web App,8,25,FALSE
1.37324E+18,Ratna Singh,London,Founder and inventor of the world's first AI powered exercise bike CAR.O.L. Wife. Mother. Daughter. Sister. Indian. British. Hindu. Unapologetic.,2020/11/23 23:16,11,46,75,FALSE,2021/3/20 11:59,"Weird vaccine side effects. Arm swollen,painful and red patch radiated strong heat I could feel 2cm above it. No fe… https://t.co/u6lJJyCTZs",,Twitter for iPhone,0,2,FALSE
1.37324E+18,Ellaina,Yorkshire,"??
addicted to plants, both indoor and outdoor #gardeningforwildlife
studying RHS level 2
https://t.co/8CfdMaI7Pr",2009/2/5 18:06,122,84,114,FALSE,2021/3/20 11:45,2 days after receiving my first dose of #OxfordAstraZeneca im over the worst side effects. 100% worth it for some normality #COVID19Vaccine,"['OxfordAstraZeneca', 'COVID19Vaccine']",Twitter for Android,0,3,FALSE
1.37324E+18,Julia Bramble Ph.D.,"Rural Devon,  UK","Making it easy for you to market online - no yuk, lots of connection* Fun trainer & speaker* Contributor  @smexaminer* Former forensic scientist* ??Mum of 6??",2010/11/2 13:28,14268,15696,25340,FALSE,2021/3/20 11:38,Had my first dose of the #OxfordAstraZeneca vaccine yesterday. I was worried about side effects but literally have… https://t.co/B35Xeg17l3,['OxfordAstraZeneca'],Twitter Web App,1,53,FALSE
1.37323E+18,Lisa Quattromini ????,Norwich,“Practical but not funny” R.B.Morgan 2018 ??????????????????????????AlwaysEuropean Verdazurine GoldenRetriever,2010/1/8 21:00,757,801,3358,FALSE,2021/3/20 11:18,"24 hours on, no side effects at all so that’s nice ?? #OxfordAstraZeneca #CovidVaccine https://t.co/HxDD3PFVo7","['OxfordAstraZeneca', 'CovidVaccine']",Twitter for iPhone,0,5,FALSE
1.37326E+18,arif lodhi,,"Don't let it bring you down, it's only castles burning, find someone who's turning. And you will come around. Neil Young (1970)",2009/12/28 13:11,1527,877,31396,FALSE,2021/3/20 13:01,"No side effects of #Sinopharm are found in Sindh province of #Pakistan despite shot given to more than 140,000 of m… https://t.co/PFfx7LyUZZ","['Sinopharm', 'Pakistan']",Twitter Web App,1,0,FALSE
1.37326E+18,TAP news agency,"Tunis, Tunisia ????",TAP news agency... reliable source for timely news,2019/3/19 8:30,8585,132,17,FALSE,2021/3/20 12:56,"#Tunisia: ""81 people have experienced some of ""the normal side effects"" of #SputnikV #COVID19 vaccine in the countr… https://t.co/XX1Eg2hq7u","['Tunisia', 'SputnikV', 'COVID19']",Twitter Web App,3,2,FALSE
1.37392E+18,Ryan Edward Chua 蔡曼中,Hong Kong,Journalist and international relations student | @BloombergTV Asia Producer | @HKUniversity postgrad | British Chevening scholar 2013 | All views my own,2009/12/15 12:06,424833,3271,10940,FALSE,2021/3/22 8:51,Just got my first Covid-19 vaccine dose. No side effects so far. #HKTwitterGetsVaxxed #PfizerBiontech https://t.co/YQj6uq3kPF,"['HKTwitterGetsVaxxed', 'PfizerBiontech']",Twitter for iPhone,4,300,FALSE
1.37376E+18,ConsumerLab.com,New York,http://t.co/1baEDHXNkR reports on the quality of health and nutrition products.,2010/3/2 16:36,2831,79,116,FALSE,2021/3/21 22:30,Does having side effects after vaccination indicate a better immune response? Find out. https://t.co/Tf3PcpSZQ0… https://t.co/6uUMILa4kk,,Hootsuite Inc.,0,0,FALSE
1.37371E+18,Tim Bond,"Denver, CO",CU Denver CLAS #AcAdv. My tweets reflect my own personal thoughts.,2007/11/27 1:17,1176,1559,22717,FALSE,2021/3/21 18:51,Exactly 24 hours after #Moderna #firstdose #CovidVaccine the only kinda side effect is I’m a a bit achey - like I’m… https://t.co/txWtWpSByn,"['Moderna', 'firstdose', 'CovidVaccine']",Twitter for iPhone,0,1,FALSE
1.37369E+18,Ben Rock,"Los Angeles, CA",Director/Co-writer of #VideoPalace for @Shudder. Director of @20STL & #AlienRaiders. #BlairWitchProject Production Designer. Co-host of @shortendz.,2009/1/29 20:51,11822,4417,30168,TRUE,2021/3/21 17:25,Getting the #Moderna vax today! Worried about side effects but more excited to do my part to stop the damn spread.… https://t.co/kbZ0Wmsq8X,['Moderna'],Twitter for iPhone,0,44,FALSE
1.37372E+18,C.M.Bassett,United Kingdom,If you are kind to animals we can be friends. Take responsibility for what you do in life. Hate BS ??  Sussex Squad Survivor ?? Arsenal !,2016/4/21 19:19,1445,1804,26765,FALSE,2021/3/21 19:20,"No sore arm, no side effects at all so far... #OxfordAstraZeneca  ????",['OxfordAstraZeneca'],Twitter for iPhone,0,4,FALSE
1.37367E+18,George Kearse,,,2010/4/1 8:29,5,0,14,FALSE,2021/3/21 16:04,@Mark_J_Harper A great pity the one side effect of @Mark_J_Harper having the #OxfordAstraZeneca vaccine wasn't him… https://t.co/A75YgJTJKO,['OxfordAstraZeneca'],Twitter Web App,0,0,FALSE
1.37365E+18,Matt C,"Basingstoke, England",#YNWA #LFC #LFCfamily #LFCfollowback I own six cars and a grizzly bear.,2013/10/16 13:00,7660,7633,7443,FALSE,2021/3/21 14:46,@piersmorgan I'm on day 17 of having flu like side effects from the jab. Woke up with a large rash on my arm this m… https://t.co/Bgq7ERs2mD,,Twitter for Android,1,25,FALSE
1.3736E+18,Mick Wildman,"Sprotbrough, Doncaster, UK","Proud public sector accountant. Lifelong City fan. My own views & opinions. The best footballing moments? 94:11 Dickov, 93:20 Agüerooooo and 69:44 Vinny",2011/7/27 20:58,311,944,9762,FALSE,2021/3/21 11:52,"@LucySD_ We had ours last night, fit as fiddles. No side effects #OxfordAstraZeneca ????",['OxfordAstraZeneca'],Twitter for iPad,0,0,FALSE
1.37359E+18,Heath Robinson,,#torynomore #nevertory #toriesout,2011/7/17 11:37,66,1044,19156,FALSE,2021/3/21 10:46,"I had the #OxfordAstraZeneca 1st vaccine a week ago, absolutely no symptoms or side effects. Very efficient process… https://t.co/QPfRJ5e1SY",['OxfordAstraZeneca'],Twitter for iPad,0,1,FALSE
1.37359E+18,Alison Spedding,"North Shields, Tyne & Wear",Headshot Photographer |Trustee Treasurer for @Heritologists | Volunteer Gardener @Meadow_Well | ?? Watercolour painting | ?? Watching cricket,2014/7/11 15:44,1058,632,9712,FALSE,2021/3/21 10:45,"One down.... One to go! 

Painless and no side effects at all ???? @ChampionsNT ????????

#OxfordAstraZeneca… https://t.co/SElGs0wURu",['OxfordAstraZeneca'],Twitter for Android,0,10,FALSE
1.37358E+18,Brookside Caravan Park,Littlehampton,"A family owned caravan park for nearly 60 years. Caravans here since the early 20th Century. Promoting Littlehampton, Arundel, South Coast and static caravans!",2009/6/20 11:26,241,872,1708,FALSE,2021/3/21 10:36,Had my first jab on Thursday - no side effects and really has put a stride in my step. #vaccine #OxfordAstraZeneca… https://t.co/gt40U3uAbE,"['vaccine', 'OxfordAstraZeneca']",Twitter for iPhone,0,0,FALSE
1.37358E+18,Nige ?????????????? ????,,"Scottish and British and proud to be both.

Portsmouth FC and Rangers FC fan ????",2012/9/14 10:27,128,252,3737,FALSE,2021/3/21 10:23,Got my jab yesterday and pleased to say no side effects whatsoever. Get it done. #OxfordAstraZeneca… https://t.co/xTvlHm0GId,['OxfordAstraZeneca'],Twitter for Android,0,1,FALSE
1.37353E+18,TheRealSockey99,Earth,#COYS #LevyOut #ENICOut - #RiseUpATL - ATLHawks - #CHOP  - #ForTheA - #NJDevils - #PlayStation #ForThePlayers,2020/9/29 9:27,210,155,381,FALSE,2021/3/21 6:54,I had the #OxfordAstraZeneca vaccine yesterday. Wow the side effects are honestly not something to be taken lightly… https://t.co/onJTia35qT,['OxfordAstraZeneca'],Twitter for Android,0,0,FALSE
1.3739E+18,Xukki??,,"Investor with positive & fresh Mindeset????
$OCGN $CBDT $CWGYF $QYOU  $SYA $IPNFF

No financial Advice or Buy Recommendation??",2020/5/21 15:54,158,43,1318,FALSE,2021/3/22 7:19,"Part 2
??Side Effects 311 out of 1.9 Million People = just 0.02%??
??Preliminary Efficacy of 81% - final Phase-3 Resu… https://t.co/VyG1Y9NpQK",,Twitter Web App,1,4,FALSE
1.3737E+18,Armchair_Mama,,I have a say on everything !,2013/11/12 19:53,112,1367,2902,FALSE,2021/3/21 18:06,"#Covaxin side effects: 
injection site pain, injection site swelling, injection site redness, injection site itchin… https://t.co/Dnt2XdCcmg",['Covaxin'],Twitter for Android,0,0,FALSE
1.37361E+18,?? Siva ?? Sharma,,Mechanical Engineer ???? | Scientist?????????| Tech Enthusiast ???????| Reader?? | Chess Player?| Vegetarian ??| Farmer ???????????|,2013/9/23 3:14,935,570,33280,FALSE,2021/3/21 12:15,"@JogulambaV How are you feeling after taking 1st dose of #Covaxin ? Any Side effects ? 
How are you feeling about t… https://t.co/P04i751s4B",['Covaxin'],Twitter for Android,0,2,FALSE
1.3738E+18,Systemnutte,,"Denn das Sch?ne ist nichts als des Schrecklichen Anfang, den wir noch grade ertragen, und wir bewundern es so, weil es gelassen verschm?ht, uns zu zerst?ren.",2009/6/20 14:03,343,411,61004,FALSE,2021/3/22 1:13,@TheDailyShow Easy solution: Buy a few million #SputnikV vaccines. It's from Russia. Side effects are not too well… https://t.co/QcfEFkOjp2,['SputnikV'],Twitter Web App,0,5,FALSE
1.37378E+18,Alessandro Telloli ?????????????,,,2020/3/16 12:04,94,220,2242,FALSE,2021/3/21 23:22,"#AstraZeneca has been proven as few effective and with a lot of side effects, but @EMA_News doesn't want to allow… https://t.co/C08F4iJD8Y",['AstraZeneca'],Twitter for Android,0,1,FALSE
1.37403E+18,Alexandra Superbonita,"Hamburg, Germany",You reap what you sow,2017/9/12 16:37,116,575,29149,FALSE,2021/3/22 16:03,"Had my first shot of #PfizerBiontech on Saturday: zero side effects, apart from feeling elated! Next shot due April 10th.??",['PfizerBiontech'],Twitter for Android,0,1,FALSE
1.374E+18,Sue Reeve ????????????????????????????,Glasgow environs.,"Londoner now living in Glasgow suburbs via The Cotswolds & Manchester. Likes news & current affairs, local produce, cricket, cats. Rebellious Catholic. I??Mcr",2010/12/28 19:17,1425,2248,63659,FALSE,2021/3/22 14:26,"@johnthejack @simonmayo Apparently side effects are worse after first #AstraZeneca jab, but 2nd with… https://t.co/4DOvTH5Nb7",['AstraZeneca'],Twitter for iPad,0,1,FALSE
1.37397E+18,Vince,Hong Kong,IT Professional,2008/1/15 5:55,62,89,194,FALSE,2021/3/22 12:04,Day 2 since I got my first shot. Pain on my left arm has (almost) subsided. No other side effects.… https://t.co/wOwZ1Rpq8z,,Twitter for iPhone,1,13,FALSE
1.37591E+18,Tan Pham (He/Him),"Massachusetts, USA","#Nerdy Professional by day (#PatientReportedOutcomes #Researcher #Biostatistician) , Professional #Nerd by night (#Gaymer EDM Fanboy).",2010/4/14 22:18,119,367,102,FALSE,2021/3/27 20:37,the side effects of the #moderna vaccine pretty much left me in bed all day today. hopefully this will be over soon… https://t.co/je7HTfVOEW,['moderna'],Twitter for Android,0,2,FALSE
1.37467E+18,Hayden Inawé,The Planet Earth ,Left-leaning Democrat ?? / Music Lover ??? / Opinions are my own..no dms! RTs may be endorsement-esque! ??,2021/2/26 16:24,18,208,7067,FALSE,2021/3/24 10:19,"Update: mild lethargy, sore injection site...feel run down. Nothing too serious. ?????????? I believe these side effects… https://t.co/H49fI7h610",,Twitter for Android,0,0,FALSE
1.37417E+18,(((Melody is a Frannie stan))),New York,"Mom to Melody & Sophie. Dogs. SVU cast fan. Democrat. Kamala Harris. ED, Trauma & Sexual Assault/DV awareness/recovery advocate. Survivor. Therapist. she/her.",2013/11/24 17:43,833,1375,34940,FALSE,2021/3/23 1:14,Any tips for side effects from the second Moderna shot??? #Moderna #vaccine #CovidVaccine #VaccinateNY #VaccinesSaveLives,"['Moderna', 'vaccine', 'CovidVaccine', 'VaccinateNY', 'VaccinesSaveLives']",Twitter for iPhone,0,1,FALSE
1.37415E+18,Mercedes,,"*bieber *selena *taylor *sheeran *5sos

-black woman // ImMercedesD+blackswiftie13 were s*spended //",2020/1/15 0:54,89,132,20485,FALSE,2021/3/22 23:46,"got my first #covid19 vaccine friday.
only side effect was arm pain for about a day and a half.
#Moderna #GetVaccinated","['covid19', 'Moderna', 'GetVaccinated']",Twitter Web App,0,0,FALSE
1.37412E+18,GLS,USA,USAF,2016/11/21 15:28,4,69,834,FALSE,2021/3/22 21:54,Got my #vaccine today! #Moderna no side effects so far for me or my wife. Thanks @POTUS!,"['vaccine', 'Moderna']",Twitter for iPhone,0,0,FALSE
1.3741E+18,JLC, ,"Vietnam Vet, 1968. America has fallen. The Democrat/Republican attack on our Bill of Rights will begin.  A new political party must be formed.",2011/3/22 23:05,3237,3155,0,FALSE,2021/3/22 21:02,"Possible 7 mRNA/AstraZeneca side effects:

1) Fatigue
2) Headache
3) Muscle pain
4) Chills and fever
5) Nausea
6) B… https://t.co/rB8pMzUb18",,Twitter for iPad,0,0,FALSE
1.37409E+18,JLC, ,"Vietnam Vet, 1968. America has fallen. The Democrat/Republican attack on our Bill of Rights will begin.  A new political party must be formed.",2011/3/22 23:05,3237,3155,0,FALSE,2021/3/22 20:16,"Possible 7 mRNA/AstraZeneca side effects:

1) Fatigue
2) Headache
3) Muscle pain
4) Chills and fever
5) Nausea
6) B… https://t.co/lSPNjVaPyi",,Twitter for iPad,1,1,FALSE
1.37409E+18,JimboSlice,"Norwalk, CA","Season 33
Hello Darkness My Old Friend",2009/6/26 7:42,497,2167,4068,FALSE,2021/3/22 20:11,"Side Effects : palms sweaty, moms spaghetti 
.
.
.
#eminem #vaccination #slimshady #8mile #rabbit #pfizer #moderna… https://t.co/AhnMs2drU6","['eminem', 'vaccination', 'slimshady', '8mile', 'rabbit', 'pfizer', 'moderna']",Instagram,0,0,FALSE
1.37409E+18,Liberally Thinking,,As a social scientist I believe in the data. Personal and policy decisions are best made based on real science.,2012/6/16 13:18,921,1325,30151,FALSE,2021/3/22 19:54,"#COVID #COVID19Vaccine 

Has anyone heard of #Moderna vaccine having a weird emotional side effect?

(Aside from re… https://t.co/5pZQ8izcli","['COVID', 'COVID19Vaccine', 'Moderna']",Twitter for iPhone,0,0,FALSE
1.37405E+18,Hayden Inawé,The Planet Earth ,Left-leaning Democrat ?? / Music Lover ??? / Opinions are my own..no dms! RTs may be endorsement-esque! ??,2021/2/26 16:24,18,208,7067,FALSE,2021/3/22 17:20,"Got the #Moderna vaccine and so far, so good with no symptoms yet. 

No side effects and I have a plethora of preex… https://t.co/iiO9h7U7Zr",['Moderna'],Twitter for Android,0,0,FALSE
1.37404E+18,NishBBTG,,Nish #BBTG Winner: ??T1/T2/T3/T4?? Awaiting Tier 5  (second account),2021/2/28 22:47,236,347,32,FALSE,2021/3/22 16:34,Slept the whole weekend away recovering from the side effects of the first of two Moderna vaccinations.  Much bette… https://t.co/yRERPzIwNo,,Twitter for iPhone,0,0,FALSE
1.374E+18,DevonDeanIndy,Indianapolis,"The driest wit I can muster. Runner, jiujitsu #faixaazule, music snob. Former journalist. Hi-fi audio junkie. #voteblue Venmo @irene-adler903.",2008/5/13 20:12,946,1295,41796,FALSE,2021/3/22 14:10,@mass_ave @CaseyNikoloric @badwebsites I'm getting #Moderna in under 24 hours and I am experiencing that side effect already...,['Moderna'],Twitter Web App,0,1,FALSE
1.37397E+18,NEW YAWK MOM,"Queens, NY","Not your average Mom, Usually Pissed Off, Self Employed, Antique Hunter, Collector.",2009/5/2 0:13,473,829,2232,FALSE,2021/3/22 12:06,Got 1st Covid vaccine yesterday at 1pm. Side effects were sore arm to my shoulder and neck and down my forearm. Fel… https://t.co/RmjIKtWMsr,,Twitter for iPhone,0,0,FALSE
1.37397E+18,SecondWave,South Africa,No followers requested. The volume of tweets will irritate you. Thank you. I am building up tweets for historical purposes.,2020/9/10 17:43,74,127,4861,FALSE,2021/3/22 12:03,"#Covid19 #vaccine side effects: CDC says these are the most common 
+ non-serious, serious &amp; deaths VAERS… https://t.co/2C0zCPuxU2","['Covid19', 'vaccine']",Twitter Web App,0,1,FALSE
1.37413E+18,sam,,,2015/2/12 18:20,5,12,314,FALSE,2021/3/22 22:40,The only side effect to using Oxford - astrazeneca vaccine is it makes EU jealous ?? #AstraZeneca #OxfordAstraZeneca… https://t.co/3p78mI8xpn,"['AstraZeneca', 'OxfordAstraZeneca']",Twitter for Android,0,0,FALSE
1.37405E+18,???????????,W十RCES?ER,,2020/4/22 21:52,86,451,4309,FALSE,2021/3/22 17:26,"Had my 1at #OxfordAstraZeneca vaccine jab this afternoon, and experiencing pins and needles as a side effect and a… https://t.co/99yM7S30UG",['OxfordAstraZeneca'],Twitter Web App,0,0,FALSE
1.37398E+18,Clarissa Reilly,,"Constitutional Monarchy Fan. Country 1st, party 2nd, democracy always. Nonsense detector. #Wiltshire",2018/7/6 22:08,1309,776,44798,FALSE,2021/3/22 13:01,The #OxfordAstraZeneca vaccine does have a side effect. Unity. More harmony on here from Brits across the political… https://t.co/BBQCirjj7i,['OxfordAstraZeneca'],Twitter for iPad,0,5,FALSE
